times_suggested	from_opus	mod	from	via	to_pillar	motif	consensus	verdicts	hook
2	False	fxntstorage	fxntstorage:backpack_flight_upgrade	no-motif (wearable personal flight, not Aeronautics construction)	aeronautics		REJECT	{'REJECT': 2}	no existing motif covers "wearable flight gadget → aeronautics pillar"; forcing it would invent a motif. Leave aeronauti
2	False	fxntstorage	fxntstorage:brass_backpack + brass_storage_box (brass tier)	create:sequenced_assembly (endgame upgrade path)	create	M-06	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	the hardened-tier backpack is the pack's highest-capacity portable storage; gating the hardened upgrade through a sequen
2	False	fxntstorage	fxntstorage:storage_controller / smart_passer (logistics network)	aeronautics logistics arm (ship-board storage routing)	aeronautics	M-31	ACCEPT	{'ACCEPT': 2}	A ship-board storage controller routes bulk cargo across the aeronautics network — fxntstorage's smart_passer becomes th
2	False	fxntstorage	fxntstorage:hardened_backpack / hardened_storage_box (endgame tier)	M-28 colony-cheaper-basics route	economy	M-28	ACCEPT	{'ACCEPT': 2}	a settlement's storage hut turns out hardened crates the solo craftsman would spend a week making — buy, don't grind
1	False	fxntstorage	fxntstorage:hardened_backpack / hardened_storage_box	recipe (adding a magic-attuned liner component from ars_nouveau or irons_spellbooks)	magic	M-05	REJECT	{'REJECT': 1}	"Hardened" connotes physical reinforcement, not arcane. An arcane liner feels tacked on — there's no narrative reason a 
1	False	fxntstorage	fxntstorage:brass_backpack (flight upgrade path)	recipe (crafting/create:mechanical_crafting)	aeronautics	M-23	ACCEPT	{'ACCEPT': 1}	outfitting your airship crew with brass-tier flight backpacks bridges the storage-logistics mod to the aeronautics pilla
1	False	fxntstorage	fxntstorage:hardened_backpack	recipe	aeronautics	M-23	REJECT	{'REJECT': 1}	hardened storage boxes/backpacks are survival storage, not structural airframe materials. Routing a storage container in
1	False	fxntstorage	fxntstorage:storage_controller (item-routing network)	Create mechanical-crafting recipe requiring a brass component or a clutch	create	M-05	REJECT	{'REJECT': 1}	already has create:mechanical_crafting as an inbound weave (flagged in dossier made-by); the storage_controller is plaus
1	False	fxntstorage	fxntstorage:backpack feeding consumable (auto-feeding upgrade)	farmersdelight:cooking / create:mixing (food-loaded consumable requiring a processed ingredient)	survival	M-12	REJECT	{'REJECT': 1}	the auto-feeder upgrade accepts any food item the player loads — it doesn't have a recipe that consumes a specific food.
1	False	fxntstorage	fxntstorage flight_upgrade (backpack flight module)	thematic aeronautics	aeronautics	M-23	REJECT	{'REJECT': 1}	The flight upgrade is a worn gadget, not a structural airframe component — M-23 applies to airframe/hull build materials
1	False	fxntstorage	fxntstorage storage_controller / smart_passer routing	thematic aeronautics logistics	aeronautics		REJECT	{'REJECT': 1}	The storage routing network is a build-base item-routing utility, not a physical material feeding aeronautics constructi
1	False	fxntstorage	fxntstorage storage controller / interface (item-routing network)	thematic tie to economy logistics	economy		REJECT	{'REJECT': 1}	no-motif — a storage-routing-as-logistics edge has no approved motif; the existing Create + survival anchors are sound
1	False	fxntstorage	fxntstorage:hardened_storage_box	create:sequenced_assembly	create	M-06	REJECT	{'REJECT': 1}	hardened tier is already the top of the Create-material ladder (uses create:mechanical_crafting); wrapping it in sequenc
1	False	fxntstorage	fxntstorage:storage_controller	aeronautics logistics arm (storage controller powers an on-ship inventory network)	aeronautics	M-24	REJECT	{'REJECT': 1}	the storage_controller is a passive item-routing block; connecting it to aeronautics drivetrain (M-24) is a category err
1	False	fxntstorage	fxntstorage:hardened_storage_box / hardened_backpack (top Create tier)	aeronautics cargo/hold recipe	aeronautics	M-23	REJECT	{'REJECT': 1}	a "hardened cargo hold uses hardened storage box as component" is borderline but ultimately adds no loop advancement — i
1	False	fxntstorage	fxntstorage:backpack_flight_upgrade	recipe	aeronautics	M-20	REJECT	{'REJECT': 1}	the flight upgrade is a worn Curios gadget that grants personal flight — it is not a wired resource consumed by an Aeron
1	False	fxntstorage	fxntstorage:hardened_backpack (top tier)	create:mechanical_crafting	create	M-05	REJECT	{'REJECT': 1}	the backpack already uses create:mechanical_crafting (made-by — existing inbound weave); proposing M-05 is redundant wit
1	False	fxntstorage	fxntstorage storage boxes (bulk-goods storage)	aeronautics cargo context	aeronautics	M-31	ACCEPT	{'ACCEPT': 1}	Bulk storage boxes on an aeronautics ship are the natural on-board cargo containers — requiring fxntstorage Storage Boxe
1	False	fxntstorage	fxntstorage:backpack_flight_upgrade	create:sequenced_assembly gating	aeronautics	M-06	ACCEPT	{'ACCEPT': 1}	a flight-capable backpack upgrade built through a sequenced assembly chain (precision mechanisms + Create brass parts) t
1	False	fxntstorage	fxntstorage:backpack tiers	bountiful bounty objective	economy	M-26	REJECT	{'REJECT': 1}	backpacks are durable items, not consumed goods — M-26 (consumption sink) requires the good to be spent against pressure
1	False	fxntstorage	fxntstorage:backpack_flight_upgrade	aeronautics material cross-route (requires Aeronautics-specific component as input)	aeronautics	M-29	ACCEPT	{'ACCEPT': 1}	a flight backpack that requires an actual airship propeller component to build ties personal flight gadgetry to the aero
1	False	fxntstorage	fxntstorage:storage_controller / smart_passer (item network)	colony logistics (colony hut requests pull from storage)	economy	M-28	ACCEPT	{'ACCEPT': 1}	a MineColonies warehouse hut interfaces with the storage-controller network for automated colony provisioning — the Crea
1	False	fxntstorage	fxntstorage:brass_backpack upgrade modules (flight, magnetism)	MineColonies research gate	economy	M-37	ACCEPT	{'ACCEPT': 1}	Backpack upgrade modules (flight, magnetism) unlock through the MineColonies engineer research tree — you need a functio
1	False	fxntstorage	fxntstorage:cardboard_storage_box	create:crushing (M-04 recycle)	create	M-04	REJECT	{'REJECT': 1}	cardboard boxes are functional storage, not decorative blocks; the crushing-back-to-gravel framing doesn't make thematic
1	True	fxntstorage	andesite/copper/brass/hardened storage boxes & deco trims	create:crushing	create	M-04	REJECT	{'REJECT': 1}	M-04 (lossy deco recycling) is technically composable, but the boxes are already Create-tier-gated UP a material ladder 
1	True	fxntstorage	backpack flight/fall-damage upgrade modules	deploy/aeronautics gating	aeronautics	M-31	REJECT	{'REJECT': 1}	a worn personal gadget is not a wireable resource and the flight upgrade is personal mobility, not the economy's logisti
1	False	fxntstorage	fxntstorage:hardened_backpack / hardened_storage_box	M-29 cross-route dependency (requires a MineColonies-crafted hardened plate as input)	create	M-29	ACCEPT	{'ACCEPT': 1}	the Hardened tier is the top backpack/box tier; requiring a colony-crafted hardened plate (from a MineColonies blacksmit
1	False	fxntstorage	fxntstorage:smart_passer_block / storage_controller (item-routing network)	MineColonies colony logistics	economy	M-28	REJECT	{'REJECT': 1}	the colony already has minecolonies_compatibility's citizen_grid storage bridge; adding a second storage-network link vi
1	False	fxntstorage	fxntstorage backpack tiers	create:pressing for andesite/copper sheets into box panels	create	M-05	REJECT	{'REJECT': 1}	already woven via create:mechanical_crafting (made-by in dossier); adding a pressed-sheet input step would be double-gat
1	False	fxntstorage	fxntstorage:cardboard_storage_box (lowest tier — disposable shipping box)	create:compacting (compact paper + string on the millstone/compactor into a flat-packed bundle)	create	M-12	ACCEPT	{'ACCEPT': 1}	cardboard boxes are literally compressed paper — the Create compactor outputs them from pulp, and the courier drone (cre
18	False	gnkinetics	gnkinetics:planetary_gear / gnkinetics:worm_gear (mechanical drivetrain components)	recipe (aeronautics construction recipe)	aeronautics	M-24	ACCEPT	{'ACCEPT': 18}	a planetary gear or worm gear is exactly the kind of fabricated mechanical component that should sit inside an Aeronauti
8	False	gnkinetics	gnkinetics:industrial_gear / gnkinetics:large_industrial_gear	recipe (aeronautics construction recipe)	aeronautics	M-24	ACCEPT	{'ACCEPT': 7, 'REJECT': 1}	industrial-grade gearing is the natural endgame tier for high-torque Aeronautics propulsion — larger, faster ships need 
8	False	gnkinetics	gnkinetics:worm_gear / gnkinetics:industrial_gear / gnkinetics:planetary_gear	aeronautics construction recipe (drivetrain/propeller/control surface)	aeronautics	M-24	ACCEPT	{'ACCEPT': 6, 'REJECT': 2}	Aeronautics propellers and control surfaces require real gear assemblies; a worm gear or planetary stage is exactly the 
3	False	gnkinetics	gnkinetics gear types (general)	recipe (create:mechanical_crafting)	create	M-06	REJECT	{'REJECT': 3}	gnkinetics parts are already Create-internal; routing them back through mechanical_crafting as an M-06 keystone is circu
3	False	gnkinetics	gnkinetics:ring_gear / gnkinetics:planetary_gear_struct	aeronautics construction recipe (high-tier control surfaces / turret rotation bearing)	aeronautics	M-24	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	Planetary gear arrangements for high-torque applications — a ship's heavy gun mounting or thrust-vectoring assembly is e
3	False	gnkinetics	gnkinetics:planetary_gear / worm_gear (high-ratio kinetic components)	create:sequenced_assembly (gated ingredient)	create	M-06	REJECT	{'REJECT': 2, 'ACCEPT': 1}	the gears are already Create-native; routing them through sequenced_assembly is circular depth within the same pillar, n
2	False	gnkinetics	gnkinetics:worm_gear	magic ritual/infusion	magic	M-10	REJECT	{'REJECT': 2}	Precision mechanical gears have no magic-resonance that makes arcane infusion coherent. Tone clash; the industrial aesth
2	False	gnkinetics	gnkinetics:industrial_gear / large_industrial_gear	create:mechanical_crafting (already native) → aeronautics structural component	aeronautics	M-23	REJECT	{'REJECT': 2}	M-23 is for structural alloys (plates, beams) not gears; M-24 (drivetrain) is the correct motif and already accepted abo
2	False	gnkinetics	gnkinetics parts (general) as forced magic edge				REJECT	{'REJECT': 2}	no thematic or method hook into magic/survival; the mod IS Create kinematics — a second pillar beyond aeronautics would 
2	False	gnkinetics	gnkinetics:worm_gear as a colony-locked specialty part	MineColonies blacksmith/mechanic hut producing worm gears (colony-exclusive precision component)	economy	M-28	ACCEPT	{'ACCEPT': 2}	worm gears are tricky to machine — the colony's specialist smith is faster than hand-forging, and the airship builder ne
1	False	gnkinetics	gnkinetics:magnet_gear / gnkinetics:large_magnet_gear	create_new_age:energising (FE charging)	create	M-17	REJECT	{'REJECT': 1}	magnet gears couple rotation across gaps mechanically — charging them with FE (M-17) would imply an electromagnetic acti
1	False	gnkinetics	gnkinetics:chainable_cogwheel (compact power routing)	create:mechanical_crafting (as a sub-component)	create		REJECT	{'REJECT': 1}	gnkinetics IS Create; this is a same-system deepening with no loop advance; no new anchor gained
1	False	gnkinetics	gnkinetics:large_industrial_gear / gnkinetics:industrial_gear	create:sequenced_assembly as intermediate	create	M-06	ACCEPT	{'ACCEPT': 1}	Industrial-grade gearsets are themselves a multi-step Create output — pressing, cutting, and fitting together — before t
1	False	gnkinetics	gnkinetics:chainable_cogwheel (everyday cog utility)	any complex chain	any	M-06	REJECT	{'REJECT': 1}	The briefing guardrail — never gate a basic/everyday component behind a complex recipe. Chainable cogwheels are everyday
1	False	gnkinetics	gnkinetics:ring_gear (complex gear system)	create:sequenced_assembly	aeronautics	M-06	REJECT	{'REJECT': 1}	M-06 is for derpack:incomplete_* multi-stage keystone chains; gnkinetics gear components are inputs to M-24 drivetrain w
1	False	gnkinetics	gnkinetics:creative_gear_motor	gating note	create		REJECT	{'REJECT': 1}	creative-tier item, no-motif — the creative motor has no real progression role; gating or routing it through another met
1	False	gnkinetics	gnkinetics:creative_gear_motor	anything			REJECT	{'REJECT': 1}	creative/admin item — not for weaving; would trivialize the production chain
1	False	gnkinetics	gnkinetics:ion_thruster (creative motor tier)	aeronautics drivetrain	aeronautics	M-24	REJECT	{'REJECT': 1}	gnkinetics:creative_gear_motor is a creative-mode item; using it as a progression material would break the cost model. R
1	False	gnkinetics	gnkinetics industrial/planetary gear	minecolonies colony blacksmith or research	economy	M-28	REJECT	{'REJECT': 1}	gnkinetics gears are pure Create internals; the colony blacksmith producing them is plausible but the colony-route motif
1	True	gnkinetics	brass_gear / planetary_gear / ring_gear (kinetic components)	create:* → Aeronautics drivetrain/control recipe	aeronautics	M-24	ACCEPT	{'ACCEPT': 1}	its specialized gears (planetary/worm for gear-ratio/torque) feed airship propellers and control surfaces — the drivetra
1	False	gnkinetics	planetary/ring/worm gear parts	create:mechanical_crafting or create:sequenced_assembly	aeronautics	M-24	ACCEPT	{'ACCEPT': 1}	an Aeronautics drivetrain control surface (gearbox/propeller coupling) requires a planetary or worm gear — the pack's ex
1	False	gnkinetics	gnkinetics parts		magic	M-24	REJECT	{'REJECT': 1}	pure mechanical gear blocks have no thematic surface in magic, survival, or economy; forcing an edge here would be contr
1	False	gnkinetics	gnkinetics specialty gears	M-29 cross-route — require a gnkinetics precision gear (made in a Create mechanical crafter) as an input to an Occultism/Ars mechanical ritual device	magic	M-29	REJECT	{'REJECT': 1}	theme clash unless the magic mod explicitly uses mechanical constructs (golems do, but Ars/Iron's don't reliably); too f
1	False	gnkinetics	gnkinetics parts → magic/ritual	occultism:ritual	magic	M-11	REJECT	{'REJECT': 1}	cogwheels and gears have no thematic overlap with Occultism's organic/spirit reagent palette. A "transmute a gear into a
1	False	gnkinetics	gnkinetics:creative_gear_motor as creative shortcut	boss-key unlock	survival	M-15	REJECT	{'REJECT': 1}	a creative power source gated behind a boss drop is a QoL-suppressor rather than a depth-adder; creative-mode items gate
1	False	gnkinetics	gnkinetics:large_industrial_gear / industrial_gear	create:mechanical_crafting	create	M-05	REJECT	{'REJECT': 1}	M-05 requires the mod's OWN machine as the gating method. gnkinetics doesn't register its own recipe types — it uses sta
1	False	gnkinetics	gnkinetics gears as Create spine deepening	native Create spin (no weave needed)		M-24	REWORK note — the dossier's "leave — a deepening of the Create spine" conclusion was partially correct for magic/economy/survival, but M-24 into aeronautics is a genuine second anchor that was missed. The aeronautics arm IS the economy's logistics arm, so this also earns gnkinetics an economy-adjacent tag. The correct verdict is: gnkinetics gains aeronautics as a 2nd anchor via M-24 planetary/worm gear → drivetrain seams.	{'REWORK note — the dossier\'s "leave — a deepening of the Create spine" conclusion was partially correct for magic/economy/survival, but M-24 into aeronautics is a genuine second anchor that was missed. The aeronautics arm IS the economy\'s logistics arm, so this also earns gnkinetics an economy-adjacent tag. The correct verdict is: gnkinetics gains aeronautics as a 2nd anchor via M-24 planetary/worm gear → drivetrain seams.': 1}	
1	False	gnkinetics	gnkinetics:chainable_cogwheel / gnkinetics:magnet_gear (power-routing innovations)	M-32 byproduct→input (surplus kinetic power from gnkinetics-enabled high-ratio gear trains as feedstock for Create-powered processes, creating an efficiency loop)	create	M-32	REJECT	{'REJECT': 1}	M-32 requires a waste/byproduct stream; gnkinetics produces mechanisms not waste; the loop coupling doesn't hold mechani
1	False	gnkinetics	gnkinetics:ring_gear	create:mechanical_crafting (aeronautics airframe ring-frame piece)	aeronautics	M-23	REJECT	{'REJECT': 1}	ring gears are kinetic transmission parts, not structural hull elements — calling one an airframe component is a categor
1	False	gnkinetics	gnkinetics:magnet_gear / gnkinetics:large_magnet_gear	create:mechanical_crafting	magic		REJECT	{'REJECT': 1}	the magnet coupling across gaps is a physics/kinetics mechanic, not thematically connected to magic; routing it into mag
1	False	gnkinetics	gnkinetics:creative_gear_motor	n/a	any		REJECT	{'REJECT': 1}	creative-mode content; not weave-eligible (it's a dev/creative cheat block, not a survival material). REJECT.
1	False	gnkinetics	gnkinetics:planetary_gear / gnkinetics:worm_gear (precision high-ratio gear components)	modulargolems:golem_assemble (require a planetary gear as a mechanical-golem torso component — a golem powered by gnkinetics gear-ratio precision rather than magic; M-29 cross-route: Create-made precision gear required inside an Occultism-adjacent golem assembly)	magic	M-29	ACCEPT	{'ACCEPT': 1}	the mechanical golem's locomotion assembly demands precision gearing that only a Create kinetics specialist can supply —
22	False	irons_spellbooks	irons_spellbooks:arcane_essence	ars_nouveau:imbuement	magic	M-01	ACCEPT	{'ACCEPT': 22}	arcane_essence ↔ source_gem exchange — both are magic currencies; the ledger already reserves this bond, so formalise it
13	False	irons_spellbooks	irons_spellbooks:mithril_ore / raw_mithril	create:crushing	create	M-03	ACCEPT	{'ACCEPT': 13}	Mithril is a rare depth ore — crushing it for a secondary pyrium/arcane-dust byproduct rewards the Create player who bot
6	False	irons_spellbooks	irons_spellbooks mob bosses (apothecarist etc.)	occultism:spirit_fire	magic	M-11	ACCEPT	{'ACCEPT': 6}	An Iron's apothecarist or corrupted-mage drop transmuted via Occultism spirit fire yields a shared magical essence — cro
5	False	irons_spellbooks	mob drops (irons_spellbooks apothecarist / ice_spider drops)	occultism:spirit_fire or ars_nouveau:imbuement	magic	M-02	ACCEPT	{'ACCEPT': 5}	apothecarist and ice spider drops as spell-brew reagents or ritual components; natural: killing magic-school enemies yie
5	False	irons_spellbooks	irons_spellbooks:mithril ore/ingot	create:crushing (ore-doubling)	create	M-03	ACCEPT	{'ACCEPT': 5}	mithril is a rare Y<38 ore — crushing it rewards a wizard who runs their own ore-processing line
4	False	irons_spellbooks	irons_spellbooks mithril ore / raw_mithril (c:ores/mithril, c:raw_materials/mithril)	create:crushing	create	M-03	ACCEPT	{'ACCEPT': 4}	Mithril is the mid-game metal for spell gear — feeding it through a Create ore-doubler gives the Create specialist a rea
3	False	irons_spellbooks	irons_spellbooks:arcane_essence or spell scrolls (one-shot spell)	createaddition:charging	create	M-17	REJECT	{'ACCEPT': 1, 'REJECT': 2}	Charging a spell focus or scroll through Create's electric tier (Create-Addition charging station) — a spark of FE attun
3	True	irons_spellbooks	apothecarist mob drop → spell-school reagent	ars_nouveau:imbuement or irons_spellbooks:alchemist_cauldron_brew	magic	M-02	ACCEPT	{'ACCEPT': 3}	the apothecarist carries reagents for a reason — defeating one unlocks a rare brew ingredient
2	True	irons_spellbooks	mithril ore / raw mithril	create:crushing	create	M-03	ACCEPT	{'ACCEPT': 2}	mithril is a rare ore (Y<38); crushing gives a bonus pyrite/silver byproduct — feeds the ore-doubling reward loop and ti
2	False	irons_spellbooks	irons_spellbooks:affinity_ring_* (school-specific)	create:sequenced_assembly	create	M-06	REJECT	{'REJECT': 1, 'ACCEPT': 1}	affinity rings are already Iron's endgame gear; gating them further behind sequenced-assembly adds friction without narr
2	False	irons_spellbooks	irons_spellbooks alchemist cauldron brew	createaddition:charging	create	M-17	REJECT	{'REJECT': 1, 'ACCEPT': 1}	the cauldron is a fluid multiblock, not an electric device; charging it via FE is a tonal stretch — the alchemist cauldr
2	False	irons_spellbooks	irons_spellbooks mob drops (apothecarist components, loot=yes)	irons_spellbooks:alchemist_cauldron_brew	magic	M-02	ACCEPT	{'ACCEPT': 2}	Enemy apothecarist drops (rare scroll components, exotic reagents) feed the alchemist cauldron as brew inputs — danger-w
2	False	irons_spellbooks	irons_spellbooks mithril ore (raw mithril, Y<38 scarcity)	create:crushing	create	M-03	ACCEPT	{'ACCEPT': 2, 'REJECT': 1}	mithril ore → crushed mithril + copper/silver byproduct via the Create crusher, matching the ore-doubling reward players
2	False	irons_spellbooks	irons_spellbooks spell scrolls (consumable one-shot casts)	loot-seed into dungeons_arise_seven_seas / cataclysm dungeon chests	economy	M-34	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	A combat scroll found in a Cataclysm dungeon can be sold to a non-mage player — the fighter supplies the spellcaster's s
2	False	irons_spellbooks	irons_spellbooks:affinity_ring (school-specific magic gear)	create:deploying	create	M-20	ACCEPT	{'ACCEPT': 1, 'REJECT': 1}	a blank affinity ring is upgraded with a school-attuned gem via create:deploying (or item_application) — the Create play
1	False	irons_spellbooks	mob-drops / apothecarist loot (irons_spellbooks: apothecarist drop set)	occultism:spirit_fire	magic	M-02	ACCEPT	{'ACCEPT': 1}	apothecarist drops are isolated reagents — routing them through spirit-fire transmutes them into an Occultism essence, l
1	False	irons_spellbooks	mithril/pyrium ingot	create:sequenced_assembly	create	M-06	REJECT	{'REJECT': 1}	M-06 is for endgame items requiring multi-stage assembly; mithril/pyrium ingots are everyday mid-tier materials, not fin
1	False	irons_spellbooks	pyrium ingot	create_new_age:energising	create	M-17	ACCEPT	{'ACCEPT': 1}	pyrium is a fire-aligned magic metal; charging it through the New Age energiser to produce an enchanted/fire-attuned for
1	False	irons_spellbooks	mob-drop loot from Iron's mobs (apothecarist, ice_spider, etc.)	occultism:spirit_fire or ars_nouveau:imbuement	magic	M-02	ACCEPT	{'ACCEPT': 1}	The apothecarist and ice spider are Iron's own hostile mobs with thematic drops; routing their drops as reagents into Oc
1	False	irons_spellbooks	irons_spellbooks:alchemist_cauldron (fluid I/O already wired to create:emptying/filling)	createaddition:charging	create	M-17	ACCEPT	{'ACCEPT': 1}	The cauldron's fluid operations already speak Create's pipe language; a Create Addition charging step to energise a magi
1	False	irons_spellbooks	irons_spellbooks:pyrium_ingot	create:crushing (pyrium ore source TBD)	create	M-03	REJECT	{'REJECT': 1}	Pyrium is a crafting alloy (made from mithril + gold or nether materials) not a mined ore — there is no pyrium ore to cr
1	False	irons_spellbooks	irons_spellbooks:pyrium_ingot (found in nether/hot biomes, thematically fire-infused)	create:haunting (soul-fire transmutation)	create	M-19	ACCEPT	{'ACCEPT': 1}	soul-fire transforms raw pyrium into spirit-tempered pyrium — the Create contraption does what a furnace cannot
1	False	irons_spellbooks	irons_spellbooks potion brews (alchemist cauldron fluid outputs)	create_enchantment_industry:grinding (disenchant path — liquefied enchantment)	create	M-10	REJECT	{'REJECT': 1}	the cauldron already uses create:emptying/filling (made-by). Adding a third Create method via grinding is depth overload
1	False	irons_spellbooks	mob drop (ender pearl / rotten flesh) → Iron's school essence	occultism:spirit_fire	magic	M-11	ACCEPT	{'ACCEPT': 1}	spirit fire is the bridge between mundane kills and arcane ingredients; ender pearl → eldritch-school essence is a natur
1	False	irons_spellbooks	createaddition FE charging Arcane Anvil	createaddition:charging	create	M-17	REJECT	{'REJECT': 1}	the Arcane Anvil runs on XP + reagents, not FE; forcing electric charging would require rewriting the machine's power mo
1	False	irons_spellbooks	irons_spellbooks:pyrium_ingot	create:mechanical_crafting (gated component)	create	M-05	ACCEPT	{'ACCEPT': 1}	pyrium is the alloy of heat and ice — a Create mechanical-crafting table is the only place to shape it into a magic weap
1	False	irons_spellbooks	irons_spellbooks:pyrium / mithril	ars_nouveau:enchanting_apparatus	magic	M-10	REJECT	{'REJECT': 1}	the enchanting apparatus already accepts many reagents; adding pyrium/mithril here is plausible but redundant with the M
1	False	irons_spellbooks	arcane_essence (Iron's magic currency)	ars_nouveau:imbuement	magic	M-01	ACCEPT	{'ACCEPT': 1}	arcane_essence is the reserved Iron's-side currency (ledger §2) and M-01 explicitly bonds it to source_gem as the two-si
1	False	irons_spellbooks	mob/boss drops in loot=yes tables	loot-seed	survival	M-02	ACCEPT	{'ACCEPT': 1}	Iron's apothecarist and other hostile mobs drop materials used in scroll/brew crafting — loot-seeding these to also drop
1	False	irons_spellbooks	exotic mob-drop reagents (e.g. alexsmobs:ambergris, vanilla blaze powder)	irons_spellbooks:alchemist_cauldron_brew	magic	M-02	ACCEPT	{'ACCEPT': 1}	the alchemist's cauldron accepts exotic mob drops as brew catalysts — hunting creature-drops feeds the spellcasting pipe
1	False	irons_spellbooks	irons_spellbooks:pyrium_ingot	create:sequenced_assembly	create	M-06	REJECT	{'REJECT': 1}	pyrium is a mid-tier magic metal; routing it through sequenced assembly (the deep GregTech-style chain) is over-costed f
1	True	irons_spellbooks	arcane_essence ↔ ars_nouveau:source_gem	ars_nouveau:imbuement	magic	M-01	ACCEPT	{'ACCEPT': 1}	the two magic currencies convert, unifying the magic web.
1	True	irons_spellbooks	alchemist cauldron brews / affinity gear	numismatics sell	economy		REJECT	{'REJECT': 1}	generic-sellable, non-distinctive — economy de-emphasis.
1	False	irons_spellbooks	irons_spellbooks mithril ore → create:crushing ore-doubling	create:crushing	create	M-03	ACCEPT	{'ACCEPT': 1}	mithril veins (Y<38) are scarce; running ore through a Create crusher before smelting is a concrete reward for vertical 
1	False	irons_spellbooks	irons_spellbooks boss/enemy drops (apothecarist etc.) → occultism:ritual / spirit_fire reagent	occultism:spirit_fire	magic	M-02	ACCEPT	{'ACCEPT': 1}	apothecarist (Iron's sub-boss) drops become Occultism reagents — mobs from one magic mod feed the ritual table of anothe
1	False	irons_spellbooks	irons_spellbooks:alchemist_cauldron brews → aeronautics crew buffs	create:filling into aeronautics ships or potion dispensers on contraptions	aeronautics	M-29	REJECT	{'REJECT': 1}	there's no confirmed aeronautics recipe requiring potions; this is emergent play behavior (drink before flight), not a r
1	False	irons_spellbooks	irons_spellbooks mithril/pyrium → numismatics coin via create:pressing	create:pressing → numismatics	economy	M-08	REJECT	{'REJECT': 1}	mithril/pyrium are magic metals — minting them as coin trades off their magic exclusivity; better left as M-30 regional 
1	False	irons_spellbooks	irons_spellbooks:arcane_essence	irons_spellbooks:alchemist_cauldron_brew	magic	M-29	ACCEPT	{'ACCEPT': 1}	an Ars mage needs to supply source gems to an Iron's alchemist to brew certain high-tier potions, creating a genuine cro
1	False	irons_spellbooks	irons_spellbooks boss loot (boss-tagged items in loot=yes tables)	loot-seed	survival	M-34	ACCEPT	{'ACCEPT': 1}	combat specialists farm Iron's boss encounters for signature drops that non-combat magic players must trade for; the sup
1	False	irons_spellbooks	irons_spellbooks:scroll (one-shot consumable scrolls)	create:sequenced_assembly	create	M-06	ACCEPT	{'ACCEPT': 1}	a high-tier blank arcane scroll is assembled through a multi-stage Create chain before the Inscription Table can write a
1	False	irons_spellbooks	irons_spellbooks:mithril_ore regional distribution	GTMOGS ore-gen config	economy	M-30	ACCEPT	{'ACCEPT': 1}	mithril only generates in certain deep-region strata, so only mages who settled near those zones have it; everyone else 
1	False	irons_spellbooks	irons_spellbooks:scroll (one-shot consumable)	create:haunting	create	M-19	REJECT	{'REJECT': 1}	haunting infuses soul-fire; scrolls burning to ash in a soul-fire chamber is thematically odd for a scholarly magic mod 
1	False	irons_spellbooks	irons_spellbooks:alchemist_cauldron brew outputs (potions/brews)	create:filling	create	M-12	ACCEPT	{'ACCEPT': 1}	the Alchemist Cauldron's fluid brews are piped out by Create filling — Brewery → fluid logistics is already the inbound 
1	False	irons_spellbooks	boss mob drops (apothecarist, ice_spider)	irons_spellbooks:alchemist_cauldron_brew	magic	M-02	ACCEPT	{'ACCEPT': 1}	boss/elite mob drops (apothecarist reagents, ice-spider venom) feed the Alchemist Cauldron brews — isolated dangerous mo
1	False	irons_spellbooks	irons_spellbooks:scroll (one-shot consumable)	emergent trade	economy	M-34	ACCEPT	{'ACCEPT': 1}	scrolls are one-shot cast items — a magic scholar crafts scrolls and sells them to combat/survival players who can't (or
1	False	irons_spellbooks	irons_spellbooks:pyrium (endgame alloy)	create:sequenced_assembly	create	M-06	ACCEPT	{'ACCEPT': 1}	pyrium gear assembled in a sequenced chain (raw → alloyed → quenched → inscribed) makes the endgame magic-metal cost fee
1	False	irons_spellbooks	alchemist cauldron fluid output	create:filling / create:emptying	create	M-12	ACCEPT	{'ACCEPT': 1}	Create's emptying/filling can batch-load reagent fluids into the cauldron and extract finished brews — the industrial-sc
1	False	irons_spellbooks	irons_spellbooks: mob drops (apothecarist loot, ice_spider drops, etc.)	occultism:spirit_fire	magic	M-02	ACCEPT	{'ACCEPT': 1}	combat-farmed Iron's mob drops become Occultism spirit reagents — the two magic mods sharing a mob-drop economy is a cle
1	False	irons_spellbooks	irons_spellbooks:scroll (one-shot consumable)	irons_spellbooks:alchemist_cauldron_brew	survival	M-26	ACCEPT	{'ACCEPT': 1}	scrolls are consumed on cast, not stacked — the continuous demand for scroll materials (parchment, inks, magic foci) kee
1	False	irons_spellbooks	irons_spellbooks spell knowledge / inscription_table mastery	MineColonies research (wizard/sage hut)	economy	M-37	ACCEPT	{'ACCEPT': 1}	advanced spell schools (e.g. eldritch/blood tier) unlocked only through MineColonies research — the knowledge isn't trad
1	False	irons_spellbooks	irons_spellbooks:arcane_essence → boss-key gate	boss drop as catalyst	create	M-15	ACCEPT	{'ACCEPT': 1}	gating the inscription_table or arcane_anvil recipe behind a boss key (e.g. Cataclysm/Iron's own boss drop) so spellbook
