mod	decision	link	motif	milestone	detail	ratified	ratify_note
mcwstairs	CUT	mcwstairs → any second pillar (magic, survival, economy, aeronautics)	M-04		any | reason: no-method — Macaw's Stairs is a pure deco mod; no items have a thematic surface in any other pillar beyond the stone-deco M-04 recycle; decoration is a sanctioned support anchor, one anchor is the floor	CUT	
mcwstairs	CUT	mcwstairs:*_railing / *_balcony stone as individual weave (low-signal)	M-04		M-04 | reason: duplicate-of KEEP; the dossier flags this whole pass as WEAK; only proceed as part of the wholesale deco-family batch in KEEP	CUT	
mcwwindows	KEEP	mcwwindows stone parapet / arrow-slit variants → create:crushing M-04	M-04	v0.7.0	motif M-04 | delivery: recipe (solid stone fortification windows and parapets crush back to gravel/cobblestone + xp nugget; lossy; as part of a wholesale stone-deco-family pass; times_suggested=18 + opus ×5, ACCEPT majority for stone-only variants) | milestone: v0.7.0 | why "of course": deconstructed stone fortification windows feed the crusher — the same lossy-recycle logic as every stone deco block in the pack	DROPPED	sweep S03: the row's premise ("every stone deco block crushes") never shipped; ~50 recipes of bloat for zero loop motion — superseded.
mcwwindows	CUT	mcwwindows:*_mosaic_glass → create:crushing M-04	M-04		M-04 | reason: no-method — glass crushing to sand is a different material category from the stone/metal M-04 scope; 100+ glass variants as explicit recipes would bloat the recipe graph; REJECT unanimous across four phrasings	CUT	
mcwwindows	CUT	mcwwindows curtains (wool) → create:milling M-04/M-12	M-04		M-04/M-12 | reason: no-method — curtains are textile, not stone/metal; M-04 is scoped to metal/stone deco; milling curtains back to wool fiber is contrived; REJECT unanimous across four phrasings	CUT	
mcwwindows	CUT	mcwwindows curtains → farmersdelight:cutting M-12	M-12		M-12 | reason: tone — cutting a curtain with a knife to reclaim wool reads as recipe filler; no coherent process; REJECT unanimous	CUT	
mcwwindows	CUT	mcwwindows curtains / curtain rod → ars_nouveau:imbuement M-10	M-10		M-10 | reason: tone — domestic curtains/curtain rods as arcane reagents is a hard tone clash; M-10 guardrail (no basic components behind infusion); REJECT unanimous across three phrasings	CUT	
mcwwindows	CUT	mcwwindows:*_mosaic_glass → create:sandpaper_polishing M-20	M-20		M-20 | reason: depth — polishing decorative glass panels through a Create sandpaper step gates a basic deco block behind a machine process; basics guardrail; ACCEPT=1 only	CUT	
mcwwindows	CUT	mcwwindows stone window variants → create:sandpaper_polishing M-29 (polished intermediate)	M-29		M-29 | reason: depth — same basics guardrail problem as mcwstairs M-29 CUT; REJECT majority	CUT	
mcwwindows	CUT	mcwwindows:*_arrow_slit / *_parapet → MineColonies colony Builder request M-28	M-28		M-28 | reason: depth — while coherent (colony guard towers use arrow slits), gating arrow-slit window supply through MineColonies requests adds friction to a basic deco block; basics guardrail; ACCEPT=1 only	CUT	
mcwwindows	CUT	mcwwindows → any magic method			untagged | reason: no-method — deco window palette has no thematic surface in magic; forced across all phrasings; REJECT	CUT	
mcwwindows	CUT	mcwwindows mosaic glass → regional dye scarcity			untagged | reason: no-method — dyed glass is everyday/cheap; basics guardrail; no demand-gate would survive the depth check	CUT	
mcwwindows	CUT	mcwwindows blocks → loot-seed (fortification deco in dungeon chests)	M-34		M-34 | reason: tone — window deco blocks as combat-tier loot is a mismatch; players finding arrow slits in a chest would not read as a reward	CUT	
mcwwindows	CUT	mcwwindows various → loot-seed into structure chests			untagged | reason: no-method — window variants in loot create no cross-system demand; no motif fits	CUT	
mcwwindows	CUT	mcwwindows:*_log_parapet (wood) → create:crushing M-04	M-04		M-04 | reason: no-method — M-04 is explicitly metal/stone deco; log parapets are wood; wrong material family; REJECT	CUT	
mcwwindows	CUT	mcwwindows curtain/mosaic glass → any Create chain	M-12		M-12/M-04 | reason: duplicate — all textile/glass routes already CUT above; fold remaining single-pass phrasings into those CUTs	CUT	
meadow	KEEP	meadow:alpine_salt→create M-12	M-12	v0.7.0	motif M-12 | delivery: recipe (create:milling — alpine_salt_ore through millstone yields fine alpine salt; the Create processing chain makes salt a manufactured good, not just a pick-up) | milestone: v0.7.0 | salt ore through the millstone is the obvious Create entry for an alpine mineral — gives alpine regions a Create production good	REMOVED	mod removed from pack: v0.7.0 thunderdome cut (5 KEEPs)
meadow	KEEP	meadow:cheese_wheel→economy M-35	M-35	v0.13.0	motif M-35 | delivery: recipe/config (cheese_form pressing + maturing step via create_cheese:maturing; certify as M-35 aging-specialist good) | milestone: v0.9.0 | meadow cheese already has a native aging step — it's a genuine maturation good and a cheese specialist has a time-locked product to trade	REMOVED	mod removed from pack: v0.7.0 thunderdome cut (5 KEEPs)
meadow	KEEP	meadow:cheese_wheel→economy M-28	M-28	v0.11.0	motif M-28 | delivery: config (MineColonies Tavern/Restaurant hut requests cheese wheels as colony food; dairy farming becomes a viable colony supply route) | milestone: v0.9.0 | colony workers request alpine cheeses — the meadow biome's dairy output finds a guaranteed demand sink in the colony food request system	REMOVED	mod removed from pack: v0.7.0 thunderdome cut (5 KEEPs)
meadow	KEEP	meadow:chambray_wool→aeronautics M-23	M-23	v0.13.0	motif M-23 | delivery: recipe (create:mechanical_crafting or aeronautics envelope recipe — felted chambray wool as a required airship envelope/gasbag lining material; wool → felt → envelope) | milestone: v0.9.0 | felted alpine wool is the natural envelope and lining for a lighter-than-air airship — the mountain textile specialist supplies the shipwright	REMOVED	mod removed from pack: v0.7.0 thunderdome cut (5 KEEPs)
meadow	KEEP	meadow alpine herbs (lavender/yarrow)→magic M-10	M-10	v0.11.0	motif M-10 | delivery: recipe (ars_nouveau:imbuement or irons_spellbooks:alchemist_cauldron_brew — alpine herbs as infusion inputs for biome-specific glyphs or healing brews) | milestone: v0.11.0 | alpine herbs gathered from meadow biomes are arcane infusion inputs — lavender and yarrow link the high-altitude biome to the magic web	REMOVED	mod removed from pack: v0.7.0 thunderdome cut (5 KEEPs)
meadow	MERGE	meadow:alpine_salt_ore→create M-12 (2× + 1× + 1× M-03 accepted variant)	M-12		into: meadow:alpine_salt→create M-12 | reason: all are the same mill-salt-ore delivery; consolidate under 23× dominant; the 2× M-03 crush variant folds in (note: M-03 is for ore-doubling rewards, not food ingredients — milling is correct motif; M-03 cut below)	MERGE	
meadow	MERGE	meadow:cheese_wheel→create M-35 (3×)	M-35		into: meadow:cheese_wheel→economy M-35 | reason: same maturation anchor; economy/trade is the right to_pillar for a time-locked specialist product; Create is delivery not anchor	MERGE	
meadow	MERGE	meadow:cheese_wheel→economy M-26 (1× + 1×)	M-26		into: meadow:cheese_wheel→economy M-35 | reason: cheese consumed against diet pressure is already the M-35 demand-renewal mechanism; fold into aging-specialist KEEP as delivery note	MERGE	
meadow	MERGE	meadow alpine crops→survival M-16 (4× + 2× + 1× + 1×)	M-16		into: meadow alpine herbs→magic M-10 | reason: seasonal M-16 gating on alpine crops is a delivery variant of the same biome-specific herb anchor — the magic KEEP already captures season-sensitive supply; M-16 herbs as magic reagents implies season gating; fold as context; no separate anchor	MERGE	
meadow	MERGE	meadow:cheese_wheel→economy M-28 colony (1× alpine dishes)	M-28		into: meadow:cheese_wheel→economy M-28 | reason: duplicate; consolidate	MERGE	
meadow	MERGE	meadow:climbing_rope→aeronautics M-23 (2×)	M-23		into: meadow:chambray_wool→aeronautics M-23 | reason: rope rigging is a companion delivery to the envelope/lining KEEP; folds in as additional structural material note (rope as rigging, felt as envelope)	MERGE	
meadow	MERGE	meadow:alpine_salt→economy M-30 (3× + 1× + 1×)	M-30		into: meadow:alpine_salt→create M-12 | reason: M-30 regional scarcity is the foundational reason alpine salt has trade value; the M-12 processing KEEP already implies regional lock; absorbed as delivery context (note: salt is biome-locked to meadow biomes)	MERGE	
meadow	CUT	meadow:chambray_wool→create M-12 milling (11× REJECT dominant)	M-12		motif M-12 | reason: milling felt/wool is not a natural Create operation — milling is for stone/ore, not textiles; REJECT majority	CUT	
meadow	CUT	meadow:chambray_wool→magic M-10 (5× REJECT dominant)	M-10		motif M-10 | reason: feltwork is peasant agrarian craft; arcane infusion of wool cloth has no thematic anchor in Ars Nouveau; REJECT majority	CUT	
meadow	CUT	meadow:cheese_wheel→create M-06 sequenced_assembly (1× REJECT)	M-06		motif M-06 | reason: routing a food item through sequenced assembly violates the depth-scales-with-power guardrail; cheese is everyday food, not endgame machinery	CUT	
meadow	CUT	meadow:cheese_wheel→magic M-11 (1× REJECT)	M-11		motif M-11 | reason: burning dairy as a ritual reagent has no thematic grounding; forced	CUT	
meadow	CUT	meadow:alpine_salt→economy M-08 (1× REJECT)	M-08		motif M-08 | reason: salt is an everyday regional material, not a precious metal; M-08 requires scarce processed metal for coin; REJECT confirmed	CUT	
meadow	CUT	meadow:amethyst_cheese_wheel→magic M-10 (1×)	M-10		motif M-10 | reason: the amethyst cheese is a specific food variant; routing it through arcane infusion stretches the "no basic component behind infusion" guardrail — a cheese wheel is everyday food; single pass, no corroboration	CUT	
meadow	CUT	meadow:alpine_salt→create M-35 maturation (1×)	M-35		motif M-35 | reason: salt as a required create_cheese maturing input is a M-29 cross-route dependency framing, not M-35 (which is value added by time); the M-29 framing (1× ACCEPT) folds into the cheese M-35 KEEP as a delivery note — salt required for maturing step is implicit in the aged-cheese chain	CUT	
meadow	CUT	meadow:alpine_salt→create M-16 seasonal (1× REJECT)	M-16		motif M-16 | reason: alpine_salt_ore is worldgen, not a seasonal crop; REJECT confirmed	CUT	
meadow	CUT	meadow:chambray_wool→create M-05 (2× mixed)	M-05		motif M-05 | reason: M-05 requires the mod's flagship item built in its own machine gated on Create parts; the sleeping bag/hammock is not built in a Create machine; mis-applied; also depth guardrail (wool textile is everyday)	CUT	
meadow	CUT	meadow:chambray_wool→economy M-29 cross-route (2×)	M-29		motif M-29 | reason: colony upholstery demand is speculative; no method established; the aeronautics KEEP already captures the textile's primary cross-system use	CUT	
meadow	CUT	meadow:cheese_wheel→economy M-30 (1×)	M-30		motif M-30 | reason: the cheese M-35 KEEP already implies the cheese is regionalized (alpine biome); a separate M-30 row adds noise without a new weave; fold into M-35 delivery context	CUT	
mffs	KEEP	mffs:projector / interdiction_matrix → create (native-method gating + sequenced-assembly)	M-05	v0.9.0	motif M-05 | delivery: recipe (already authored: 60-mffs.js — the flagship force-field machines are built through Create native-method gating + sequenced-assembly chains; no new authoring needed, just confirming the anchor) | milestone: v0.7.0 | why "of course": the flagship force-field machines require a Create production spine — you can't hand-craft base security	DONE	sweep S06: kubejs/server_scripts/recipes/60-mffs.js — focus_matrix gated on create:electron_tube; projector/interdiction_matrix seq
mffs	KEEP	mffs force-field projection → survival (PvE base defense against raids)	M-26	v0.9.0	motif M-26 | delivery: native (force fields wall off a base against PvE mob raids and PvP; the consumption sink is Fortron, the mod's own energy, which must be continuously generated) | milestone: v0.13.0 | why "of course": the Fortron-powered perimeter is what keeps the raid from succeeding — survival pressure drives demand for the tech anchor	KEEP	
mffs	KEEP	mffs projector delivery → economy (colony Fortress research gate + service-for-hire)	M-37	v0.13.0	motif M-37 | delivery: config (MineColonies colony "Fortress" research tier unlocks the ability to commission a force-field projector; the colony can't build one, only a Create-spine player can; also the force-field specialist sells field-setup as a service to colony/base builders) | milestone: v0.9.0 | why "of course": the colony's Fortress research unlocks the right to commission a projector — the colony can't make one; the tech specialist who mastered the Create chain is the only supplier	KEEP	
mffs	CUT	mffs biometric cards → create_new_age:energising (M-17, 2-REJECT)	M-17		motif M-17 | reason: all-REJECT; MFFS uses Fortron, not FE; bridging to FE energising is a false-fit	CUT	
mffs	CUT	mffs:blank_card / biometric_identifier → create:deploying M-20 (2-vote, split)	M-20		motif M-20 | reason: split verdict; the biometric card stamping via deployer is a plausible Create integration but mffs already has deep M-05/M-06 weaves (60-mffs.js); adding a card-deploy layer on top of an already-deep chain risks over-gating a secondary item	CUT	
mffs	CUT	mffs:coercion_deriver → aeronautics structural (M-23, 2-vote, split)	M-23		motif M-23 | reason: split verdict; mobile MFFS projector on an airship hull is a compelling endgame vision but has no confirmed Aeronautics-side integration point; no-method until Aeronautics has a force-field projector mount type	CUT	
mffs	CUT	mffs:fortron_capacitor / biometric_identifier → M-29 cross-route (occultism magic input) (2-REJECT)	M-29		motif M-29 | reason: all-REJECT; occult ingredient in a security/access item feels tonally strained; MFFS's tech-military vibe clashes with the occult	CUT	
mffs	CUT	mffs:projector / interdiction_matrix → minecolonies research gate (M-37, 2-vote ACCEPT)	M-37		motif M-37 | reason: MERGE into M-37 KEEP — this is the colony-Fortress-research delivery of the same economy anchor; fold	CUT	
mffs	CUT	mffs:blank_card → MineColonies research gate (M-37, 1-REJECT)	M-37		motif M-37 | reason: REJECT; biometric access cards are security utilities, not production capabilities; gating cards behind research is security theater, not a demand-gate weave	CUT	
mffs	CUT	mffs loot=yes → loot-seed (M-34, 1-REJECT)	M-34		motif M-34 | reason: REJECT; MFFS loot=yes likely means the guide book spawns; there's no combat-supply loop; CUT	CUT	
mffs	CUT	mffs:fortron_capacitor / coercion_deriver → create:crushing recycle (M-04, 1-REJECT)	M-04		motif M-04 | reason: REJECT; MFFS machines are endgame gate-items built via M-06 sequenced assembly; making them crushable back to raw inverts the design	CUT	
mffs	CUT	mffs:coercion_deriver / projector → createaddition:charging (M-17, 2 rows, all-REJECT)	M-17		motif M-17 | reason: all-REJECT; Fortron is MFFS's own energy type, not FE; M-17 only bridges FE-compatible devices	CUT	
mffs	CUT	mffs force-field projection → M-33 service-for-hire (2 rows)	M-33		motif M-33 | reason: MERGE into M-37 KEEP — the service-for-hire framing (force-field specialist sells protection) is captured by the M-37 KEEP's "service" clause; fold	CUT	
mffs	MERGE	mffs:projector / interdiction_matrix → colony Fortress research + service (M-37, 2-vote + 1-vote + 1-vote rows)	M-37		into: M-37 KEEP | reason: all describe the same colony-gate + specialist-service delivery; fold	MERGE	
mffs	MERGE	mffs:projector → boss-drop gate (M-15, multiple 1-vote rows)	M-15		into: M-05 KEEP | reason: boss-drop gating on high-tier MFFS modules is a delivery detail of the M-05 anchor (the sequenced-assembly chain can include a boss-drop input); fold into the existing M-05/M-06 authored weave (60-mffs.js)	MERGE	
midnightthoughts	LEAVE				pure behavioral / event mod — all 9 candidate rows REJECT; ships no items, no loot tables, no material outputs; the only surface is a buff event (well-rested) with no material hook that any motif M-01..M-38 can route through	LEAVE	
minecolonies	KEEP	minecolonies University research→knowledge gate M-37 (times=8+2 ACCEPT)	M-37	v0.13.0	motif M-37 | delivery: config/KubeJS (colony University research unlocks certain tech capabilities — colony-locked exclusives as the non-boss half of the high-tier fork) | milestone: v0.9.0 | why "of course": certain tech capabilities are unlocked only through colony research; knowledge is non-tradeable, only its product is — this is the load-bearing alternate route and the anti-erosion wall; highest-times M-37 rows with ACCEPT consensus	KEEP	
minecolonies	KEEP	minecolonies as alternate production route M-28 (times=4+1+1 ACCEPT)	M-28	v0.11.0	motif M-28 | delivery: config/KubeJS (colony produces basics cheaper/faster than raw Create crafting; colony-locked exclusives for high-tier; MineColonies is the non-boss alternate production route) | milestone: v0.9.0 | why "of course": the colony route is cheaper for basics and locks high-tier exclusives; tech players buy from colony players — this is the load-bearing alternate route by design; established per SYSTEMS.md	KEEP	
minecolonies	KEEP	minecolonies colony food output→magic demand (M-28 + colony magic huts, times=3+1+1 ACCEPT)	M-28	v0.11.0	motif M-28 | delivery: config (colony Alchemist/Mystical Site requests magic reagents as work inputs; colony Enchanter + blockhutmysticalsite as colony magic production route) | milestone: v0.11.0 | why "of course": a colony's magic wing (Alchemist hut, Mystical Site) requests Occultism/Ars reagents as inputs; the colony and the mage must trade — the colony can't do magic alone and the mage can't do colony food alone; adds a third anchor (magic)	KEEP	
minecolonies	KEEP	minecolonies colony bulk output→aeronautics logistics M-31 (times=3 ACCEPT)	M-31	v0.13.0	motif M-31 | delivery: config/design (colony quarry ore streams and food stores are heavy bulk goods that incentivize train/airship cargo runs between the colony and the processing hub) | milestone: v0.9.0 | why "of course": a colony quarry running at full speed produces bulk stone/ore faster than a player can haul — the settlement is the pack's primary bulk-goods generator and the aeronautics arm is its natural distribution system; adds aeronautics anchor	KEEP	
minecolonies	CUT	minecolonies:ancienttome→create:mechanical_crafting or sequenced_assembly M-15 (times=6 REJECT)	M-15		motif M-15 | reason: the ancienttome already gates colony University research; using it as a direct Create-recipe ingredient double-gates and conflates the colony-research path with the boss-drop gate; REJECT majority	CUT	
minecolonies	CUT	minecolonies:composting→create:mixing M-12 (times=3 ACCEPT)	M-12		motif M-12 | reason: colony compost feeding Create mixing to produce richer soil is within-survival (both are organic/food chain); the Create anchor is already established; no new pillar gained; falls inside the existing anchor, not a new weave	CUT	
minecolonies	CUT	quarry ore output→create:crushing M-03 (times=3+1 REJECT)	M-03		motif M-03 | reason: quarry output already implicitly flows into Create crushing by the nature of the pack; ore→crusher is universal; no new link; all-REJECT majority	CUT	
minecolonies	CUT	minecolonies:ancienttome→ars_nouveau:imbuement M-10 (times=1 ACCEPT)	M-10		motif M-10 | reason: the ancienttome is already the colony's progression-gate artifact; giving it a magic-catalyst double role risks conflating two progression paths; depth concern; weak ACCEPT	CUT	
minecolonies	CUT	minecolonies:blockhutenchanter→illagerinvasion:hallowed_gem M-15 (times=1 ACCEPT)	M-15		motif M-15 | reason: gating the colony enchanter's over-cap tier on a boss drop is interesting but this is a specific implementation decision for the Enchanter hut (which is covered by the M-37 research-gate KEEP and the colony magic M-28 KEEP); no new anchor; depth within existing anchors	CUT	
minecolonies	CUT	quarry ore output→numismatics mint M-08 (times=1 ACCEPT)	M-08		motif M-08 | reason: the quarry→foundry→mint path is real but the M-08 anchor is already at createmetalwork (the foundry processes the ore; minecolonies provides the ore stream); this would double-attribute the M-08 anchor; the logistics/aeronautics role of the quarry is the colony's distinct contribution (kept M-31)	CUT	
minecolonies	CUT	minecolonies:ancienttome→loot-seed M-15 (times=2+1 ACCEPT/REJECT)	M-15		motif M-15 | reason: ancienttome is already obtainable in-world via colony trading; adding it to structure loot dilutes the colony-progression gate; REJECT on colony-dilution grounds	CUT	
minecolonies	CUT	minecolonies worker huts→create:mechanical_crafting M-05 gating (times=1 REJECT)	M-05		motif M-05 | reason: dossier says quarry already uses M-05; deeper Create-gating of all hut blocks is a design decision already documented; REJECT	CUT	
minecolonies	CUT	minecolonies:blockhutmysticalsite→M-05 (times=1 ACCEPT)	M-05		motif M-05 | reason: M-05 gates a mod's flagship item in its own machine on Create parts; MineColonies huts are built via colony-native system (blueprint + workers), not in their own machine; motif mismatch	CUT	
minecolonies	CUT	colony food demand→MineColonies hut requests Create M-28 REJECT (times=1)	M-28		motif M-28 | reason: redescribes the M-28 KEEP ambient; REJECT correct	CUT	
minecolonies	CUT	colony food output→farmersdelight:cooking M-26 (times=1+1 ACCEPT)	M-26		motif M-26 | reason: colony food feeding the diet-demand pressure loop is real but the diet-demand signal is already the ambient loop (not a structured consumption sink requiring a new anchor); the colony demand is captured in the M-28/M-31 KEEPs	CUT	
minecolonies	CUT	minecolonies quarry byproduct→create:crushing M-32 (times=2 ACCEPT)	M-32		motif M-32 | reason: byproduct circularity (stone/cobble from quarry → crusher) is within-Create; the quarry's bulk output is already the M-31 logistics KEEP; no new pillar	CUT	
minecolonies	CUT	minecolonies:adventure_token→numismatics M-08 (times=1 REJECT)	M-08		motif M-08 | reason: adventure_token is an internal colony participation reward, not a player-minted currency; routing it through Numismatics is NPC-faucet logic; REJECT	CUT	
minecolonies	CUT	colony guard/barracks drops→loot-seed M-34 (times=1 REJECT)	M-34		motif M-34 | reason: colony guards' mob drops go into the colony's request system, not a player-tradeable loot stream; M-34 is player-to-player combat supply; motif mismatch	CUT	
minecolonies	MERGE	minecolonies:ancienttome→colony research M-37 (times=2 ACCEPT)	M-37		into: kept M-37 KEEP | reason: same knowledge-gate link; the ancienttome IS the research gate token	MERGE	
minecolonies	MERGE	minecolonies University research→locked Create tech recipes M-37 (times=1 ACCEPT)	M-37		into: kept M-37 KEEP | reason: same knowledge-gate link applied to Create machines specifically; implementation note for M-37	MERGE	
minecolonies	MERGE	minecolonies colony cheaper-basics vs. Create-purist route M-28 (times=1 ACCEPT)	M-28		into: kept M-28 KEEP | reason: this is the design description of the M-28 alternate-production-route; same link	MERGE	
minecolonies	MERGE	colony food output→colony demand M-28 (times=2+1 lower ACCEPT)	M-28		into: kept M-28 KEEP | reason: colony food production as a cheaper-basics route is the M-28 KEEP	MERGE	
minecolonies	MERGE	colony magic huts (blockhutenchanter/mysticalsite) M-29/M-37 (times=1+1+1 ACCEPT variants)	M-29		into: kept magic-demand M-28 KEEP | reason: all express the same "colony magic wing requests/produces magic reagents" link; M-28 is the correct motif (colony route); M-29/M-37 are secondary framing	MERGE	
minecolonies	MERGE	minecolonies:blockhutmysticalsite + netherworker→M-28 colony magic (times=1 ACCEPT)	M-28		into: kept magic M-28 KEEP | reason: same colony-magic-production link	MERGE	
minecolonies	MERGE	colony food demand→diet system M-28 (times=1+1 lower ACCEPT)	M-28		into: kept M-28 KEEP | reason: colony food feeding diet pressure is the M-28 route's ambient benefit	MERGE	
minecolonies	MERGE	minecolonies quarry→M-31 logistics (times=1 ACCEPT)	M-31		into: kept M-31 KEEP | reason: quarry bulk logistics is the same link	MERGE	
minecolonies	MERGE	colony food outputs→ars_nouveau:agronomic_sourcelink M-02 (times=1 ACCEPT)	M-02		into: kept magic-demand M-28 KEEP | reason: the mage's use of colony food surplus near a sourcelink is an implementation detail of the colony↔magic trade relationship; the M-28 colony-magic KEEP already captures the demand link	MERGE	
minecolonies_compatibility	KEEP	minecolonies_compatibility colony outputs→economy M-28	M-28	v0.11.0	motif M-28 | delivery: config (colony Butcher/Cook/Orchardist jobs produce goods — butchered meat, modded crops — that enter the shared supply line; colony as the cheaper-basics route for food/raw goods) | milestone: v0.9.0 | colony workers produce goods that non-colony players can source — the M-28 colony route for basics, making the colony specialist an economy node	KEEP	
minecolonies_compatibility	KEEP	minecolonies_compatibility TaCZ Gunner job→economy M-37	M-37	v0.13.0	motif M-37 | delivery: config (MineColonies research tree gates the Gunner hut — the TaCZ armed-guard job requires research that can't be purchased, only unlocked through colony progression) | milestone: v0.9.0 | the TaCZ Gunner job is gated behind colony research — you can't buy the capability, only its product; a colony-runner holds the knowledge lock	KEEP	
minecolonies_compatibility	KEEP	citizen_terminal/citizen_stock_keeper→create M-05	M-05	v0.9.0	motif M-05 | delivery: recipe (KubeJS — gate the citizen_terminal or citizen_stock_keeper behind a create:mechanical_crafting step requiring a Create component — e.g. brass casing or zinc mesh — so the colony storage bridge has a Create fabrication cost) | milestone: v0.7.0 | the colony network storage terminal is a precision interface device; it should require Create fabrication like any other network block — the colony route runs through the tech spine	DROPPED	sweep S06: one half redundant, other half targets dead items; JEI-hide terminal/grid instead (housekeeping, not a weave).
minecolonies_compatibility	MERGE	minecolonies_compatibility colonial-job outputs M-28 (5× + 2× + 1×)	M-28		into: minecolonies_compatibility colony outputs→economy M-28 | reason: all M-28 colony-supply rows; consolidate under highest times_suggested	MERGE	
minecolonies_compatibility	MERGE	Courier↔Create Stock Link M-29 / M-18 (1× + 1×)	M-29		into: citizen_terminal→create M-05 | reason: the courier-stock-link bridge is an expression of the same colony-Create integration; fold as delivery context (courier uses the terminal that requires Create fabrication)	MERGE	
minecolonies_compatibility	MERGE	Orchardist M-16 seasonal (1×)	M-16		into: minecolonies_compatibility colony outputs→economy M-28 | reason: Orchardist buffering seasonal crop supply is a colony-route delivery variant of the M-28 anchor; fold as context note	MERGE	
minecolonies_compatibility	MERGE	Butcher/Cook M-12 FD integration (2×)	M-12		into: minecolonies_compatibility colony outputs→economy M-28 | reason: Butcher job routing carcasses through FD cutting boards is a delivery detail of the colony-supply KEEP; not a separate anchor	MERGE	
minecolonies_compatibility	CUT	tacz_dummy_gun→create M-05 (2× mixed)	M-05		motif M-05 | reason: the dummy gun is a job-assignment item, not a functional weapon; gating it on Create parts would confuse the colony job system; REJECT confirmed; M-05 is better expressed via citizen_terminal (kept above)	CUT	
minecolonies_compatibility	CUT	Courier↔aeronautics M-31 / M-18 aeronautics (2× REJECT + 1×)	M-31		motif M-31/M-18 | reason: no-motif for the courier→aeronautics link; the courier is a colony logistics actor, not an aeronautics component; REJECT confirmed	CUT	
minecolonies_compatibility	CUT	colony Fluid Manager→aeronautics M-13 (1×)	M-13		motif M-13 | reason: M-13 is fuel→engine; the Fluid Manager handles fluid routing but doesn't feed Aeronautics propulsion; mis-motif	CUT	
minecolonies_compatibility	CUT	minecolonies_compatibility magic Caster/Scholar hut (1× REJECT)	M-29		motif M-29 | reason: authoring new colony jobs (Ars imbuement, spirit_fire) doesn't exist in this mod's scope; REJECT confirmed	CUT	
minecolonies_compatibility	CUT	citizen_terminal M-20 deploy-application (1× REJECT)	M-20		motif M-20 | reason: M-20 requires applying a woven part onto a base; the terminal is functional infrastructure, not an upgradeable item; REJECT confirmed	CUT	
minecolonies_compatibility	CUT	tacz_dummy_gun→economy M-34 (3× ACCEPT but motif issue)	M-34		motif M-34 | reason: the dummy gun is a job token, not a farmable combat drop; the M-34 framing (colony gunners as combat-supply) has no tradeable output from gunner job kills; the M-37 research-gate KEEP is the cleaner anchor for the Gunner job	CUT	
minecolonies_compatibility	CUT	colony Gunner M-28 TaCZ ammo supply (1× ACCEPT)	M-28		motif M-28 | reason: the Gunner hut producing ammo cheaper than solo crafting is the M-28 cheaper-basics path, but the M-37 research-gate KEEP already captures the Gunner job's economy anchor and is the stronger motif (knowledge lock, not just cheaper production); absorb into M-37 KEEP delivery notes	CUT	
minecolonies_compatibility	CUT	minecolonies_compatibility M-33 colony Courier service (1×)	M-33		motif M-33 | reason: a colony player renting courier runs to non-colony players is M-33 service framing, but the courier's logistics function is better expressed through the M-28/M-05 colony-Create integration KEEPs; single pass, no corroboration	CUT	
minecolonies_tweaks	KEEP	minecolonies_tweaks→create	M-12	v0.9.0	motif M-12 | delivery: recipe (minecolonies_tweaks unified c:crops/* tags — corn, rice, soybean, tomato — let a single Create milling recipe cover all modded grain variants; one KubeJS tag-based milling recipe covers the whole crop web) | milestone: v0.7.0 | why "of course": one mill recipe, every modded grain — the tag surface this mod injects is the only reason it works at scale	KEEP	rehomed v0.7.0->v0.9.0
minecolonies_tweaks	KEEP	minecolonies_tweaks→create	M-05	v0.9.0	motif M-05 | delivery: recipe (inventoryscroll / copyscroll gated on Create brass component — printed brass circuit or brass sheet as a precision colonial logistics tool; the scroll that manages hundreds of colony items should cost real fabricated parts) | milestone: v0.7.0 | why "of course": a colonial inventory scroll that teleports to a warehouse of hundreds of items is a precision instrument; it costs brass	KEEP	rehomed v0.7.0->v0.9.0
minecolonies_tweaks	MERGE	minecolonies_tweaks c:crops/* → create:milling + minecolonies colony requests (M-28, 1 row)	M-28		into: M-12 KEEP | reason: the colony farm-hut requesting tagged crops is the demand side of the milling weave; fold into M-12's delivery context	MERGE	
minecolonies_tweaks	MERGE	minecolonies_tweaks c:foods/* tags → farmersdelight:cooking + diet system (M-12, 1 row)	M-12		into: M-12 KEEP | reason: the food-tag surface enabling FD cooking is the same tag-injection mechanism as the crop-milling KEEP; one edge covers both	MERGE	
minecolonies_tweaks	MERGE	minecolonies_tweaks:inventoryscroll consumed on use (M-26 consumption, 1 row)	M-26		into: M-05 KEEP | reason: scroll consumption is the natural demand mechanism for the M-05 gated item; fold into the KEEP's delivery note (scrolls are consumable → repeating Create-brass demand)	MERGE	
minecolonies_tweaks	CUT	minecolonies_tweaks c:crops/rice or c:crops/corn → farmersdelight:cooking (M-12, 1 row)	M-12		reason: redundant with the milling KEEP; same pillar, same delivery; one clean link is enough	CUT	
minecolonies_tweaks	CUT	minecolonies_tweaks:inventoryscroll → create:mechanical_crafting (M-05, 1 row)	M-05		reason: REJECT; scrolls are handheld colony management tools, not machines; mechanical_crafting is for power-tier items	CUT	
